,carpark_number,lot_type,lots_available,total_lots,update_datetime
0,TM45,C,46,277,2019-12-08T01:32:29
0,B40,C,91,540,2019-12-08T01:32:28
0,W527,C,240,334,2019-12-08T01:28:13
0,W536,C,209,326,2019-12-08T01:28:13
0,T76,C,55,348,2019-12-08T01:32:34
0,KE3,C,145,1018,2019-12-08T01:32:41
0,W676,C,89,230,2019-12-08T01:32:32
0,PR2,C,95,791,2019-12-08T01:32:09
0,Y25,C,316,608,2019-12-08T01:32:46
0,Y25M,C,34,114,2019-12-08T01:32:47
0,HG34,C,53,477,2019-12-08T01:32:24
0,B79,C,101,1719,2019-12-08T01:32:40
0,HG35,C,44,444,2019-12-08T01:32:11
0,SE37,C,0,85,2019-12-08T01:33:27
0,SE42,C,64,352,2019-12-08T01:33:41
0,SE43,C,0,32,2019-12-08T01:33:26
0,PL54,C,265,497,2019-12-08T01:31:55
0,PL55,C,182,364,2019-12-08T01:31:55
0,PL62,C,173,300,2019-12-08T01:31:56
0,KU2,C,145,477,2019-12-08T01:32:29
0,KU3,C,88,345,2019-12-08T01:32:33
0,KU4,C,0,474,2019-12-08T01:32:33
0,KU1,C,275,586,2019-12-08T01:32:26
0,KU9,C,5,101,2019-12-08T01:32:27
0,BR11,C,108,268,2019-12-08T01:33:15
0,BR12,C,22,57,2019-12-08T01:33:16
0,HG24,C,50,344,2019-12-08T01:32:24
0,HG29,C,24,249,2019-12-08T01:32:13
0,CR6,C,56,85,2019-12-08T01:32:23
0,SB17,C,300,561,2019-12-08T01:32:46
0,SB20,C,139,359,2019-12-08T01:32:44
0,SB25,C,0,524,2019-12-08T01:32:44
0,SB32,C,23,143,2019-12-08T01:32:45
0,KE3M,C,69,255,2019-12-08T01:32:42
0,BL23,C,355,631,2019-12-08T01:32:44
0,TM50,C,81,284,2019-12-08T01:32:35
0,PL57,C,25,521,2019-12-08T01:32:00
0,PL58,C,76,566,2019-12-08T01:31:59
0,SD1,C,36,109,2019-12-08T01:31:18
0,PR10,C,74,709,2019-12-08T01:32:47
0,PM20,C,316,797,2019-12-08T01:30:15
0,P16,C,56,150,2019-12-08T01:31:59
0,T12,C,29,250,2019-12-08T01:32:36
0,T13,C,135,392,2019-12-08T01:32:37
0,CAM,C,124,475,2019-12-08T01:30:18
1,CAM,Y,0,342,2019-12-08T01:30:18
2,CAM,H,4,10,2019-12-08T01:30:18
0,CKM7,C,273,500,2019-12-08T01:27:31
0,CKM8,C,578,1000,2019-12-08T01:27:27
0,HG1C,C,73,612,2019-12-08T01:32:30
0,W56,C,447,537,2019-12-08T01:31:45
0,W889,C,447,567,2019-12-08T01:30:44
0,W56L,C,4,10,2019-12-08T01:31:45
0,W887,C,165,286,2019-12-08T01:29:53
0,MNM,C,234,455,2019-12-08T01:32:29
0,T25,C,27,170,2019-12-08T01:32:34
0,W505,C,266,368,2019-12-08T01:31:30
0,PM15,C,995,1000,2019-12-08T01:32:45
0,A59,C,27,176,2019-12-08T01:33:38
0,BJ21,C,50,183,2019-12-08T01:27:34
0,BJ63,C,1030,1640,2019-12-08T01:27:49
0,PM4,C,798,809,2019-12-08T01:32:39
0,PM5,C,213,325,2019-12-08T01:32:40
0,PM2,C,72,1000,2019-12-08T01:32:38
0,PM9,C,0,220,2019-12-08T01:32:38
0,PRS1,C,0,21,2019-12-08T01:32:39
0,W76,C,319,480,2019-12-08T01:30:59
0,W77,C,274,388,2019-12-08T01:30:59
0,W78,C,199,442,2019-12-08T01:30:59
0,PM22,C,309,355,2019-12-08T01:32:36
0,PR12,C,105,392,2019-12-08T01:32:36
0,DWST,C,0,363,2019-12-08T01:31:11
1,DWST,Y,0,0,2019-12-08T01:31:11
2,DWST,H,0,0,2019-12-08T01:31:11
0,Y51,C,71,483,2019-12-08T01:32:46
0,Y51M,C,306,486,2019-12-08T01:32:46
0,Y53M,C,292,400,2019-12-08T01:32:47
0,Y59M,C,163,248,2019-12-08T01:32:17
0,Y60M,C,323,383,2019-12-08T01:32:18
0,Y61M,C,422,553,2019-12-08T01:32:18
0,T24,C,45,204,2019-12-08T01:32:33
0,A7,C,135,238,2019-12-08T01:32:37
0,A36,C,302,680,2019-12-08T01:32:33
0,A47,C,123,303,2019-12-08T01:32:28
0,PM35,C,166,370,2019-12-08T01:31:00
0,P14,C,294,602,2019-12-08T01:32:03
0,P15,C,49,90,2019-12-08T01:32:05
0,P17,C,27,135,2019-12-08T01:31:39
0,T11,C,25,250,2019-12-08T01:32:24
0,T9,C,37,570,2019-12-08T01:32:23
0,C21L,C,9,10,2019-12-08T01:26:51
1,C21L,Y,5,10,2019-12-08T01:26:51
2,C21L,H,0,1,2019-12-08T01:26:51
0,A51,C,5,40,2019-12-08T01:32:41
0,AM19,C,226,328,2019-12-08T01:32:42
0,W8M,C,132,217,2019-12-08T01:30:50
0,CK14,C,122,371,2019-12-08T01:27:40
0,SMM,C,3,6,2019-12-08T01:31:13
1,SMM,Y,0,0,2019-12-08T01:31:13
2,SMM,H,0,0,2019-12-08T01:31:13
0,W103,C,250,339,2019-12-08T01:29:50
0,W109,C,9,21,2019-12-08T01:29:50
0,W75,C,267,375,2019-12-08T01:30:19
0,W53,C,171,393,2019-12-08T01:31:18
0,W72,C,393,524,2019-12-08T01:29:27
0,W73,C,293,440,2019-12-08T01:29:05
0,T49,C,161,468,2019-12-08T01:32:23
0,T49A,C,65,164,2019-12-08T01:32:23
0,PR4,C,99,1083,2019-12-08T01:32:15
0,TBC2,C,126,264,2019-12-08T01:32:45
0,Y32,C,161,401,2019-12-08T01:34:15
0,Y31,C,119,303,2019-12-08T01:33:04
0,BJ19,C,74,500,2019-12-08T01:27:55
0,CK15,C,47,246,2019-12-08T01:27:41
0,CK6,C,27,40,2019-12-08T01:32:22
0,CK6A,C,290,300,2019-12-08T01:32:23
0,P11,C,42,49,2019-12-08T01:31:39
0,PM46,C,37,234,2019-12-08T01:33:17
0,HG1A,C,74,500,2019-12-08T01:32:36
0,HG36,C,51,294,2019-12-08T01:32:33
0,HG53,C,40,258,2019-12-08T01:32:35
0,HG56,C,7,31,2019-12-08T01:32:20
0,HG80,C,66,437,2019-12-08T01:32:16
0,Y68M,C,264,586,2019-12-08T01:32:54
0,Y68L,C,0,6,2019-12-08T01:32:54
0,W90,C,321,450,2019-12-08T01:30:38
0,W91,C,330,450,2019-12-08T01:30:38
0,DRM1,C,236,448,2019-12-08T01:32:33
0,DRM3,C,3,285,2019-12-08T01:32:34
0,DRM4,C,0,104,2019-12-08T01:32:34
0,DRM5,C,0,84,2019-12-08T01:32:35
0,DRS,C,942,1325,2019-12-08T01:32:32
0,BJ20,C,2,235,2019-12-08T01:32:40
0,BJ68,C,197,253,2019-12-08T01:32:40
0,DRM2,C,55,392,2019-12-08T01:32:33
0,TM51,C,51,330,2019-12-08T01:32:37
0,W67,C,182,246,2019-12-08T01:30:59
0,W717,C,86,114,2019-12-08T01:30:59
0,SI13,C,37,689,2019-12-08T01:32:47
0,Y63M,C,157,356,2019-12-08T01:33:53
0,Y64M,C,204,428,2019-12-08T01:32:47
0,A21,C,308,699,2019-12-08T01:33:24
0,A29,C,47,466,2019-12-08T01:33:36
0,A63,C,84,715,2019-12-08T01:33:32
0,A88,C,0,44,2019-12-08T01:33:24
0,SB10,C,420,558,2019-12-08T01:31:01
0,SB11,C,273,440,2019-12-08T01:31:37
0,SB13,C,878,1259,2019-12-08T01:31:30
0,SB12,C,536,794,2019-12-08T01:31:27
0,W65,C,205,360,2019-12-08T01:30:54
0,W66,C,201,340,2019-12-08T01:31:01
0,T38,C,73,974,2019-12-08T01:32:28
0,T39,C,51,746,2019-12-08T01:32:28
0,TM41,C,46,272,2019-12-08T01:32:28
0,W83,C,305,448,2019-12-08T01:28:07
0,W84,C,303,499,2019-12-08T01:29:38
0,CK18,C,50,98,2019-12-08T01:27:34
0,SE51,C,141,280,2019-12-08T01:32:28
0,HG33,C,74,571,2019-12-08T01:32:16
0,A77,C,23,267,2019-12-08T01:33:23
0,A78,C,355,546,2019-12-08T01:33:24
0,SB7,C,300,421,2019-12-08T01:32:10
0,SB8,C,157,292,2019-12-08T01:31:33
0,SB9,C,376,482,2019-12-08T01:31:04
0,W41,C,80,251,2019-12-08T01:31:46
0,W55,C,240,386,2019-12-08T01:31:46
0,Y29,C,21,26,2019-12-08T01:32:24
0,BE34,C,166,303,2019-12-08T01:32:14
0,BE35,C,34,217,2019-12-08T01:32:15
0,Y65M,C,272,496,2019-12-08T01:32:08
0,Y66M,C,166,407,2019-12-08T01:33:18
0,BJ58,C,415,850,2019-12-08T01:27:39
0,W98,C,1024,1494,2019-12-08T01:30:54
0,W61,C,667,1209,2019-12-08T01:31:43
0,TM47,C,340,650,2019-12-08T01:28:27
0,T7A,C,272,283,2019-12-08T01:28:39
0,B23M,C,362,639,2019-12-08T01:28:38
0,A13,C,77,199,2019-12-08T01:32:13
0,SH1,C,303,607,2019-12-08T01:32:13
0,BJ50,C,292,854,2019-12-08T01:27:56
0,BJ53,C,459,1064,2019-12-08T01:27:37
0,BJ54,C,156,625,2019-12-08T01:27:36
0,H93L,C,101,500,2019-12-08T01:32:37
0,HG93,C,89,549,2019-12-08T01:32:20
0,HG98,C,42,298,2019-12-08T01:32:20
0,BJ61,C,101,470,2019-12-08T01:27:49
0,CKM4,C,383,658,2019-12-08T01:27:38
0,CK74,C,114,855,2019-12-08T01:27:43
0,CK78,C,452,1712,2019-12-08T01:27:46
0,KJML,C,3,5,2019-12-08T01:30:47
0,U11,L,7,30,2018-07-20T11:23:56
0,C29A,C,63,99,2019-12-08T01:33:03
0,CLRG,C,232,487,2019-12-08T01:33:02
0,CLTR,C,510,890,2019-12-08T01:33:01
0,BE18,C,144,560,2019-12-08T01:32:17
0,BE44,C,358,424,2019-12-08T01:32:17
0,SK34,L,0,0,2018-06-06T16:18:33
0,SK35,L,0,0,2018-06-06T16:18:33
0,GM1M,C,841,1530,2019-12-08T01:33:00
0,CK1,C,98,337,2019-12-08T01:27:41
0,GBM,L,0,0,2018-06-11T17:27:05
0,KB1,L,0,0,2018-06-11T17:27:05
0,Y14,C,305,605,2019-12-08T01:32:07
0,SK1,C,284,655,2019-12-08T01:30:44
0,SK8,C,158,660,2019-12-08T01:31:23
0,SK61,C,474,711,2019-12-08T01:30:41
0,BRM7,C,249,360,2019-12-08T01:31:35
0,TPMR,C,232,368,2019-12-08T01:30:38
0,Y1,C,99,170,2019-12-08T01:32:17
0,Y2,C,154,399,2019-12-08T01:32:17
0,Y54M,C,301,434,2019-12-08T01:32:06
0,SB26,L,0,0,2018-07-01T23:10:18
0,SB27,L,0,0,2018-07-01T23:10:18
0,SB28,L,0,0,2018-07-01T23:10:18
0,S28L,L,0,0,2018-07-01T23:10:18
0,PM13,L,0,0,2018-07-01T23:26:42
0,UBM2,C,363,485,2019-12-08T01:31:35
0,BL8L,C,3,6,2019-12-08T01:32:25
0,Y30M,C,238,321,2019-12-08T01:32:15
0,Y48,L,0,0,2018-07-01T23:44:40
0,Y48M,L,0,0,2018-07-01T23:44:40
0,SB18,L,0,0,2018-07-01T23:07:23
0,SB21,L,0,0,2018-07-01T23:07:23
0,Y12,L,0,0,2018-07-01T23:43:53
0,Y6,L,0,0,2018-07-01T23:44:56
0,Y34,L,0,0,2018-07-01T23:45:59
0,Y34A,L,0,0,2018-07-01T23:45:59
0,Y36,L,0,0,2018-07-01T23:44:41
0,Y40,L,0,0,2018-07-01T23:45:07
0,Y43,L,0,0,2018-07-01T23:44:50
0,MPS,L,0,0,2018-07-01T23:46:06
0,Y10,L,0,0,2018-07-01T23:45:47
0,Y11,L,0,0,2018-07-01T23:46:35
0,Y16,L,0,0,2018-07-01T23:41:58
0,Y18,L,0,0,2018-07-01T23:46:55
0,Y19,L,0,0,2018-07-01T23:45:53
0,Y20,L,0,0,2018-07-01T23:43:42
0,Y21,L,0,0,2018-07-01T23:46:12
0,Y21M,L,0,0,2018-07-01T23:46:14
0,Y26,L,0,0,2018-07-01T23:45:50
0,Y27,L,0,0,2018-07-01T23:45:31
0,Y28,L,0,0,2018-07-01T23:46:16
0,Y28M,L,0,0,2018-07-01T23:46:16
0,Y29,L,0,0,2018-07-01T23:44:19
0,Y3,L,0,0,2018-07-01T23:45:15
0,Y33,L,0,0,2018-07-01T23:45:58
0,Y39,L,0,0,2018-07-01T23:46:06
0,Y3M,L,0,0,2018-07-01T23:45:15
0,Y4,L,0,0,2018-07-01T23:46:21
0,Y41,L,0,0,2018-07-01T23:46:15
0,Y41M,L,0,0,2018-07-01T23:46:15
0,Y49,L,0,0,2018-07-01T23:45:28
0,Y49L,L,0,0,2018-07-01T23:45:59
0,Y49M,L,0,0,2018-07-01T23:45:59
0,Y5,L,0,0,2018-07-01T23:46:28
0,Y52M,L,0,0,2018-07-01T23:37:02
0,Y57,L,0,0,2018-07-01T23:44:48
0,Y58,L,0,0,2018-07-01T23:45:27
0,Y62M,L,0,0,2018-07-01T23:40:58
0,Y63M,L,0,0,2018-07-01T23:45:40
0,Y64M,L,0,0,2018-07-01T23:46:06
0,Y65M,L,0,0,2018-07-01T23:45:35
0,Y66M,L,0,0,2018-07-01T23:37:35
0,Y68L,L,0,0,2018-07-01T23:45:39
0,Y68M,L,0,0,2018-07-01T23:45:39
0,Y7,L,0,0,2018-07-01T23:46:41
0,Y9,L,0,0,2018-07-01T23:43:40
0,Y17,L,0,0,2018-07-01T23:47:42
0,Y31,L,0,0,2018-07-01T23:44:45
0,Y32,L,0,0,2018-07-01T23:47:36
0,Y8,L,0,0,2018-07-01T23:46:20
0,PM41,L,0,0,2018-07-01T23:21:52
0,PM38,L,0,0,2018-07-01T23:22:36
0,PM35,L,0,0,2018-07-01T23:23:43
0,PM43,L,0,0,2018-07-01T23:25:58
0,PM44,L,0,0,2018-07-01T23:25:58
0,CV1,L,0,0,2018-07-01T23:25:29
0,CV2,L,0,0,2018-07-01T23:20:43
0,CV3,L,0,0,2018-07-01T23:26:31
0,P40L,L,0,0,2018-07-01T23:26:32
0,PM10,L,0,0,2018-07-01T23:26:04
0,PM11,L,0,0,2018-07-01T23:26:05
0,PM12,L,0,0,2018-07-01T23:22:26
0,PM14,L,0,0,2018-07-01T23:26:40
0,PM16,L,0,0,2018-07-01T23:27:11
0,PM17,L,0,0,2018-07-01T23:25:01
0,PM18,L,0,0,2018-07-01T23:27:15
0,PM19,L,0,0,2018-07-01T23:26:50
0,PM20,L,0,0,2018-07-01T23:26:58
0,PM23,L,0,0,2018-07-01T23:26:50
0,PM24,L,0,0,2018-07-01T23:27:07
0,PM25,L,0,0,2018-07-01T23:26:56
0,PM29,L,0,0,2018-07-01T23:25:59
0,PM3,L,0,0,2018-07-01T23:26:19
0,PM30,L,0,0,2018-07-01T23:20:12
0,PM32,L,0,0,2018-07-01T23:26:54
0,PM33,L,0,0,2018-07-01T23:26:54
0,PM34,L,0,0,2018-07-01T23:26:54
0,PM36,L,0,0,2018-07-01T23:26:20
0,PM37,L,0,0,2018-07-01T23:26:20
0,PM40,L,0,0,2018-07-01T23:26:32
0,PM45,L,0,0,2018-07-01T23:27:11
0,PM6,L,0,0,2018-07-01T23:26:52
0,PM7,L,0,0,2018-07-01T23:27:11
0,PM8,L,0,0,2018-07-01T23:26:57
0,PR1,L,0,0,2018-07-01T23:26:50
0,PR10,L,0,0,2018-07-01T23:26:44
0,PR13,L,0,0,2018-07-01T23:26:50
0,PR14,L,0,0,2018-07-01T23:27:07
0,PR2,L,0,0,2018-07-01T23:27:18
0,PR4,L,0,0,2018-07-01T23:25:36
0,PR7,L,0,0,2018-07-01T23:25:02
0,PR8,L,0,0,2018-07-01T23:26:57
0,PM26,L,0,0,2018-07-01T23:27:48
0,PM46,L,0,0,2018-07-01T23:26:41
0,S19L,L,0,0,2018-07-01T23:10:22
0,S24L,L,0,0,2018-07-01T23:10:22
0,SB1,L,0,0,2018-07-01T23:10:24
0,SB13,L,0,0,2018-07-01T23:09:34
0,SB16,L,0,0,2018-07-01T23:10:11
0,SB19,L,0,0,2018-07-01T23:10:22
0,SB22,L,0,0,2018-07-01T23:10:02
0,SB23,L,0,0,2018-07-01T23:08:23
0,SB24,L,0,0,2018-07-01T23:10:22
0,SB29,L,0,0,2018-07-01T23:10:06
0,SB3,L,0,0,2018-07-01T23:09:56
0,SB34,L,0,0,2018-07-01T23:08:03
0,SB5,L,0,0,2018-07-01T23:10:15
0,SB6,L,0,0,2018-07-01T23:09:59
0,SB8,L,0,0,2018-07-01T23:10:45
0,SB9,L,0,0,2018-07-01T23:09:23
0,SB30,L,0,0,2018-07-01T23:15:17
0,SB31,L,0,0,2018-07-01T23:15:17
0,SB33,L,0,0,2018-07-01T23:16:57
0,SB11,L,0,0,2018-07-01T23:07:08
0,S15L,L,0,0,2018-07-01T23:10:46
0,SB12,L,0,0,2018-07-01T23:09:52
0,SB15,L,0,0,2018-07-01T23:10:46
0,SB4,L,0,0,2018-07-01T23:08:11
0,SB7,L,0,0,2018-07-01T23:10:52
0,SB2,L,0,0,2018-07-01T23:12:37
0,Y13,L,0,0,2018-07-01T23:50:25
0,SB10,L,0,0,2018-07-01T23:11:16
0,Y14,L,0,0,2018-07-02T00:02:00
0,Y15,L,0,0,2018-07-01T23:51:20
0,TPMQ,C,386,655,2019-12-08T01:30:26
0,SK82,C,14,67,2019-12-08T01:31:58
0,SK84,C,279,608,2019-12-08T01:31:58
0,S103,C,163,361,2019-12-08T01:32:12
0,SK76,C,157,322,2019-12-08T01:32:01
0,SK79,C,52,248,2019-12-08T01:32:01
0,BL8,L,0,0,2018-06-29T13:58:58
0,BL8L,L,0,0,2018-06-29T13:58:58
0,KAS,C,25,26,2019-12-08T01:32:39
0,SLS,C,31,79,2019-12-08T01:32:40
0,MNM,L,0,0,2018-06-30T16:32:40
0,SK82,L,0,0,2018-07-01T09:11:07
0,SK84,L,0,0,2018-07-01T09:11:08
0,U60,C,270,558,2019-12-08T01:31:34
0,U58,C,473,850,2019-12-08T01:31:55
0,TW4,C,47,270,2019-12-08T01:27:33
0,BE19,C,323,380,2019-12-08T01:32:05
0,BE22,C,4,8,2019-12-08T01:32:05
0,PL71,C,321,730,2019-12-08T01:28:40
0,S107,C,178,402,2019-12-08T01:28:31
0,U55,C,164,350,2019-12-08T01:32:20
0,W96,C,515,756,2019-12-08T01:30:54
0,W25,C,119,450,2019-12-08T01:31:21
0,Y45,C,42,200,2019-12-08T01:32:39
0,Y46,C,156,556,2019-12-08T01:32:39
0,J47,C,16,34,2019-12-08T01:30:50
0,AM43,C,254,465,2019-12-08T01:32:09
0,BJ4,C,376,752,2019-12-08T01:27:53
0,BJ8,C,159,957,2019-12-08T01:27:33
0,CK66,C,44,164,2019-12-08T01:27:32
0,J35,C,84,185,2019-12-08T01:30:24
0,CKM5,C,2378,2754,2019-12-08T01:27:47
0,CKM6,C,522,935,2019-12-08T01:27:48
0,GM6A,C,115,167,2019-12-08T01:32:41
0,SB41,C,278,464,2019-12-08T01:32:16
0,W785,C,303,492,2019-12-08T01:32:10
0,CK72,C,180,680,2019-12-08T01:27:33
0,U56,C,483,1004,2019-12-08T01:31:51
0,S109,C,313,467,2019-12-08T01:28:54
0,S110,C,198,303,2019-12-08T01:28:45
0,BTM3,C,154,360,2019-12-08T01:32:51
0,U57,C,533,1070,2019-12-08T01:32:07
0,CKM3,C,10284,10896,2019-12-08T01:27:50
0,W783,C,231,390,2019-12-08T01:30:32
0,TGM4,C,199,388,2019-12-08T01:33:03
0,Y69M,C,197,350,2019-12-08T01:32:11
0,Y70M,C,640,1248,2019-12-08T01:32:30
0,Y71M,C,232,423,2019-12-08T01:32:02
0,SE9,C,248,470,2019-12-08T01:32:22
0,BJ60,C,482,920,2019-12-08T01:27:28
0,C15M,C,195,289,2019-12-08T01:32:58
0,HG3B,C,301,424,2019-12-08T01:28:53
0,HG3D,C,148,263,2019-12-08T01:28:40
0,CK9A,C,166,375,2019-12-08T01:27:34
0,SGTM,C,236,429,2019-12-08T01:32:06
0,TPL,C,0,18,2019-12-08T01:32:44
0,J5,C,127,192,2019-12-08T01:31:48
0,S108,C,415,889,2019-12-08T01:31:38
0,SK98,C,240,815,2019-12-08T01:31:30
0,S106,C,293,474,2019-12-08T01:29:28
0,BJ57,C,0,20,2019-12-08T01:27:48
0,S104,C,134,333,2019-12-08T01:31:44
0,S105,C,184,361,2019-12-08T01:32:13
0,SK99,C,225,699,2019-12-08T01:32:24
0,BM10,C,355,510,2019-12-08T01:33:00
0,BM13,C,0,117,2019-12-08T01:32:59
0,PL75,C,273,538,2019-12-08T01:28:40
0,PL78,C,157,483,2019-12-08T01:28:29
0,PL77,C,161,362,2019-12-08T01:28:28
0,TJ41,C,204,316,2019-12-08T01:30:57
0,J49M,C,297,423,2019-12-08T01:31:05
0,TJ42,C,92,132,2019-12-08T01:31:02
0,CK73,C,252,501,2019-12-08T01:30:24
0,U64,C,203,382,2019-12-08T01:31:27
0,W691,C,190,333,2019-12-08T01:32:11
0,W693,C,95,322,2019-12-08T01:32:27
0,W694,C,212,313,2019-12-08T01:32:27
0,SB37,C,445,719,2019-12-08T01:32:24
0,SB39,C,168,273,2019-12-08T01:32:12
0,SB36,C,143,279,2019-12-08T01:32:30
0,SB38,C,402,666,2019-12-08T01:32:13
0,SB40,C,183,263,2019-12-08T01:32:13
0,Y77L,C,0,2,2019-12-08T01:32:23
0,Y77M,C,268,423,2019-12-08T01:32:22
0,Y78M,C,108,216,2019-12-08T01:32:22
0,A33,C,0,1,2019-12-08T01:32:23
0,AM64,C,384,552,2019-12-08T01:32:16
0,S100,C,460,1063,2019-12-08T01:32:31
0,PL70,C,121,378,2019-12-08T01:28:40
0,HG2A,C,138,400,2019-12-08T01:28:35
0,HG2C,C,280,471,2019-12-08T01:28:52
0,HRM,C,516,751,2019-12-08T01:33:06
0,MM6,C,282,398,2019-12-08T01:30:12
0,TM52,C,135,446,2019-12-08T01:28:42
0,HG2D,C,3,32,2019-12-08T01:28:39
0,J44,C,238,350,2019-12-08T01:31:51
0,U66,C,292,452,2019-12-08T01:31:50
0,U65,C,180,391,2019-12-08T01:31:50
0,W182,C,272,425,2019-12-08T01:31:09
0,W185,C,327,540,2019-12-08T01:31:09
0,Y73M,C,429,762,2019-12-08T01:32:03
0,Y74M,C,246,379,2019-12-08T01:32:04
0,Y75M,C,327,379,2019-03-08T15:56:34
0,Y76M,C,186,421,2019-12-08T01:32:03
0,SB42,C,275,395,2019-12-08T01:32:28
0,S36L,C,3,3,2019-12-08T01:32:31
0,S38L,C,3,8,2019-12-08T01:32:14
0,S40L,C,4,4,2019-12-08T01:32:13
0,N0012,C,0,85,2019-03-25T16:41:32
0,U63,C,25,70,2019-12-08T01:32:25
0,B44B,C,62,98,2019-12-08T01:28:33
0,C28M,C,210,305,2019-12-08T01:32:41
0,TWM4,C,42,100,2019-12-08T01:31:27
0,U54,C,63,235,2019-12-08T01:32:58
0,J8M,C,1,4,2019-12-08T01:31:45
0,Y35,C,6,402,2019-12-08T01:33:56
0,W100,C,161,279,2019-12-08T01:33:36
0,W546,C,193,637,2019-12-08T01:33:49
0,BA1,C,208,278,2019-12-08T01:30:30
0,U68,C,154,258,2019-12-08T01:30:38
0,SB35,C,322,549,2019-12-08T01:32:12
0,J29,C,152,467,2019-12-08T01:32:13
0,J74M,C,7,72,2019-12-08T01:33:03
0,NT3,C,625,768,2019-12-08T01:28:48
0,TM53,C,221,333,2019-12-08T01:28:45
0,T47,C,56,540,2019-12-08T01:28:45
0,T47A,C,105,171,2019-12-08T01:28:46
0,TBL,C,999,1000,2019-12-08T01:33:02
0,TBM8,C,510,960,2019-12-08T01:33:01
0,C3ML,Y,0,10,2019-12-08T01:33:00
1,C3ML,H,0,1,2019-12-08T01:33:00
2,C3ML,C,8,10,2019-12-08T01:33:00
0,BA2,C,361,363,2019-12-08T01:30:19
0,K52,C,70,102,2019-12-08T01:30:39
0,W574,C,284,488,2019-12-08T01:32:09
0,SE52,C,7,21,2019-12-08T01:32:30
0,S111,C,727,964,2019-12-08T01:33:53
0,SK52,C,114,770,2019-12-08T01:33:44
0,TM46,C,342,758,2019-12-08T01:28:41
0,NT1,C,320,460,2019-12-08T01:28:30
0,NT2,C,358,590,2019-12-08T01:28:41
0,NTL,C,0,27,2019-12-08T01:28:50
0,JS3L,C,794,1200,2019-12-08T01:33:06
0,SB44,C,470,505,2019-12-08T01:33:38
0,NT4,C,442,515,2019-12-08T01:28:29
0,DWVT,C,308,318,2019-12-08T01:33:02
0,SE5L,C,10,49,2019-12-08T01:29:17
0,AR5M,Y,28,128,2019-12-08T01:32:58
0,HG18,C,21,226,2019-12-08T01:28:30
0,P12,C,87,124,2019-12-08T01:33:00
0,BA3,C,100,100,2019-12-08T01:29:23
0,SK97,C,0,44,2019-12-08T01:28:45
0,S113,C,382,414,2019-12-08T01:28:36
0,S13L,C,0,13,2019-12-08T01:28:36
0,S14L,C,1,6,2019-12-08T01:28:28
0,B10M,C,390,400,2019-12-08T01:28:32
0,PDQ5,C,319,350,2019-12-08T01:31:35
0,SAM,C,250,250,2019-12-08T01:31:44
0,PD8W,C,372,420,2019-12-08T01:31:53
0,PDC4,C,170,178,2019-12-08T01:31:54
0,PDJ3,C,0,212,2019-12-08T01:31:48
0,PDJ7,C,100,100,2019-12-02T16:22:34
0,PDP4,C,52,167,2019-12-08T01:31:50
0,PDW5,C,369,500,2019-12-08T01:31:57
0,PDW8,C,291,390,2019-12-08T01:31:39
0,K2T,Y,8,8,2019-12-08T01:26:47
1,K2T,H,50,50,2019-12-08T01:26:47
